"Date";"Num?ro de Carte";"Description";"Cat?gorie";"Debit";"Credit"
"2027-01-08";"************4382";"Riverfront Music Hall";"Entertainment";"191.05";"0"
"2027-01-08";"************4382";"Queenstown Burger Loft";"Dining";"55.94";"0"
"2027-01-07";"************4382";"Wellington Coffee Room";"Dining";"38.02";"0"
"2027-01-06";"************4382";"Statement Copy Fee";"Fees";"54.47";"0"
"2027-01-05";"************4382";"Wellington Pantry Co";"Groceries";"99.34";"0"
"2027-01-05";"************4382";"NorthStar Online Course";"Education";"337.24";"0"
"2027-01-05";"************4382";"Harbor Green Grocers";"Groceries";"160.75";"0"
"2027-01-05";"************4382";"Auckland Theatre Tickets";"Entertainment";"206.61";"0"
"2027-01-04";"************4382";"North Shore Supermart";"Groceries";"40.91";"0"
"2027-01-04";"************4382";"KiwiPower Monthly";"Utilities";"204.01";"0"
"2027-01-04";"************4382";"Auckland Metro Pass";"Transport";"30.89";"0"
"2027-01-03";"************4382";"Wellington Parking Pay";"Transport";"19.06";"0"
"2027-01-03";"************4382";"Tasman Daily Market";"Groceries";"41.65";"0"
"2027-01-03";"************4382";"Harbor Noodle House";"Dining";"115.71";"0"
"2027-01-03";"************4382";"GreenLeaf Supplements";"Health";"254.78";"0"
"2027-01-03";"************4382";"ActiveLife Physiotherapy";"Health";"353.02";"0"
"2027-01-02";"************4382";"Tasman Daily Market";"Groceries";"152.26";"0"
"2027-01-02";"************4382";"Riverfront Music Hall";"Entertainment";"92.18";"0"
